step,return,config
23504,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
23664,0.9302040816326531,PPO-MLP+FrameStack / MiniGrid-MemoryS7
23680,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
23904,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
23968,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
23984,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
24024,0.9779591836734693,PPO-MLP+FrameStack / MiniGrid-MemoryS7
24072,0.963265306122449,PPO-MLP+FrameStack / MiniGrid-MemoryS7
24144,0.9706122448979592,PPO-MLP+FrameStack / MiniGrid-MemoryS7
24184,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
24232,0.963265306122449,PPO-MLP+FrameStack / MiniGrid-MemoryS7
24232,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
24304,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
24304,0.9706122448979592,PPO-MLP+FrameStack / MiniGrid-MemoryS7
24320,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
24368,0.9742857142857143,PPO-MLP+FrameStack / MiniGrid-MemoryS7
24376,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
24384,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
24392,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
24424,0.243265306122449,PPO-MLP+FrameStack / MiniGrid-MemoryS7
24456,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
24456,0.9669387755102041,PPO-MLP+FrameStack / MiniGrid-MemoryS7
24456,0.963265306122449,PPO-MLP+FrameStack / MiniGrid-MemoryS7
24456,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
24512,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
24536,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
24544,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
24584,0.9448979591836735,PPO-MLP+FrameStack / MiniGrid-MemoryS7
24616,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
24616,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
24640,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
24648,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
24696,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
24696,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
24744,0.9559183673469388,PPO-MLP+FrameStack / MiniGrid-MemoryS7
24760,0.9742857142857143,PPO-MLP+FrameStack / MiniGrid-MemoryS7
24792,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
24800,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
24824,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
24832,0.9853061224489796,PPO-MLP+FrameStack / MiniGrid-MemoryS7
24936,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
24936,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
24952,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
24952,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
24960,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
24984,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
25016,0.9742857142857143,PPO-MLP+FrameStack / MiniGrid-MemoryS7
25016,0.0,PPO-MLP+FrameStack / MiniGrid-MemoryS7
